Sample ID#,SiO2,TiO2,Al2O3,FeO*,FeO,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Ni,Cr,Sc,V,Ba,Rb,Sr,Zr,Y,Nb,Ga,Cu,Zn,Pb,La,Ce,Th,U,Formation (Given),FormationID (Given),Highest Prob Formation,Probability ,2nd Highest Prob Formation,Probability,Member (Given),Highest Prob Member ,Probability,2nd Highest Prob Member,Probability,Source,Reference
670,54.9,1.853,13.93,11.62,nan,nan,0.203,4.28,8.01,3.25,1.39,0.345,0.5,28,29,356,528,30,319,158,35,11,20,41,114,7,27,54,5,nan,GrandeRonde,3,GrandeRonde,0.98655183,Wanapum,0.01299019,Undifferentiated,BirchCreek,0.64993072,MountHorrible,0.1590736,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000207"
671,54.73,1.83,13.94,11.67,nan,nan,0.204,4.38,8,3.38,1.3,0.345,1,23,32,344,576,31,312,154,34,11.4,24,30,117,5,11,46,7,nan,GrandeRonde,3,GrandeRonde,0.98813155,Wanapum,0.01122668,Undifferentiated,SentinelBluffs,0.39759044,MountHorrible,0.30972978,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000152"
672,55.11,2.204,14.32,10.73,nan,nan,0.199,4.12,8,3.42,1.32,0.345,12,34,35,354,593,32,342,164,37,12.6,21,23,137,4,18,54,2,nan,GrandeRonde,3,GrandeRonde,0.9981788,Steens,0,Undifferentiated,SentinelBluffs,0.45997178,WapshillaRidge,0.38064314,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000330"
673,55.09,2.12,13.88,11.68,nan,nan,0.211,3.97,7.74,3.36,1.38,0.347,2,32,36,351,677,31,319,160,34,13.3,24,8,119,7,31,47,7,nan,GrandeRonde,3,GrandeRonde,0.99333061,Steens,0,Undifferentiated,SentinelBluffs,0.48076608,WapshillaRidge,0.30843094,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000249"
674,55.22,1.89,14.11,10.96,nan,nan,0.201,4.19,8.12,3.23,1.51,0.347,4,31,33,344,545,35,326,158,35,11.7,21,35,119,7,16,46,4,nan,GrandeRonde,3,GrandeRonde,0.99041327,Steens,0,Undifferentiated,SentinelBluffs,0.5321012,BirchCreek,0.17314165,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000213"
675,54.92,1.969,14.16,11.73,nan,nan,0.206,4.11,7.94,3.3,1.1,0.347,5,20,36,390,535,20,325,160,34,10.4,20,16,123,5,11,29,4,nan,GrandeRonde,3,GrandeRonde,0.98776299,Wanapum,0.01216771,Undifferentiated,SentinelBluffs,0.86211278,MountHorrible,0.03320337,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000256"
676,54.99,1.919,14.1,11.68,nan,nan,0.207,4.01,7.97,3.08,1.47,0.348,1,28,33,358,563,33,320,159,38,10.2,21,34,121,3,28,38,7,nan,GrandeRonde,3,GrandeRonde,0.98991444,Wanapum,0.01003409,Undifferentiated,BirchCreek,0.45718783,SentinelBluffs,0.35576667,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000234"
677,54.23,2.183,13.87,11.87,nan,nan,0.189,4.35,7.89,3.32,1.51,0.349,12,30,39,338,510,40,334,189,39,14.8,27,67,115,7,40,52,2,nan,GrandeRonde,3,GrandeRonde,0.95726334,Imnaha,0.02834619,Undifferentiated,SentinelBluffs,0.51589079,BuckhornSprings,0.17762357,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000604"
678,54.41,2.264,13.89,11.51,nan,nan,0.2,4.43,8.02,3.18,1.52,0.349,17,48,32,332,533,40,324,191,38,13.6,21,71,118,6,33,68,5,nan,GrandeRonde,3,GrandeRonde,0.90527095,Imnaha,0.06240957,Undifferentiated,BuckhornSprings,0.28175238,SentinelBluffs,0.19057198,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000624"
679,55.58,1.906,14,11.62,nan,nan,0.21,3.85,7.58,3.22,1.47,0.349,11,27,35,356,537,31,319,170,36,13.5,21,42,115,7,20,46,5,nan,GrandeRonde,3,GrandeRonde,0.9984155,Steens,0,Undifferentiated,SentinelBluffs,0.41224937,ChinaCreek,0.17000915,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000421"
680,55.29,1.959,14.69,10.4,nan,nan,0.195,4.21,7.97,3.49,1.22,0.349,7,16,34,360,705,25,320,160,38,12.1,23,36,127,3,20,46,4,nan,GrandeRonde,3,GrandeRonde,0.99669446,Steens,0,Undifferentiated,SentinelBluffs,0.53824594,GrouseCreek,0.1557038,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000264"
681,55.49,2.105,13.8,11.44,nan,nan,0.198,3.92,7.76,3.33,1.38,0.35,0.5,29,32,381,567,29,316,160,35,10.8,21,12,121,7,24,44,5,nan,GrandeRonde,3,GrandeRonde,0.99499001,Steens,0,Undifferentiated,WapshillaRidge,0.37163612,MountHorrible,0.31142141,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000247"
682,54.51,2.224,13.86,11.99,nan,nan,0.189,4.17,7.77,3.22,1.49,0.35,17,37,31,328,549,41,314,194,39,14.2,18,54,117,13,15,45,10,nan,GrandeRonde,3,GrandeRonde,0.93534294,Imnaha,0.04259389,Undifferentiated,SentinelBluffs,0.38063307,Rogersburg,0.19725367,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000648"
683,56.15,1.944,14.3,9.36,nan,nan,0.196,4.44,8.39,3.17,1.48,0.35,6,29,35,333,539,34,323,151,35,10.1,23,29,119,4,8,47,4,nan,GrandeRonde,3,GrandeRonde,0.99788928,Steens,0,Undifferentiated,SentinelBluffs,0.91475649,ColdSpringsRidge,0.02233253,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000128"
684,54.68,2.257,13.71,11.54,nan,nan,0.195,4.32,7.87,3.25,1.58,0.351,9,36,31,343,590,40,327,190,38,14,24,60,124,7,17,56,6,nan,GrandeRonde,3,GrandeRonde,0.97749799,Steens,0,Undifferentiated,BuckhornSprings,0.28983517,SentinelBluffs,0.25178775,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000614"
685,53.94,1.978,13.83,12.88,nan,nan,0.2,4.14,8.27,2.99,1.19,0.352,7,42,33,358,513,32,348,158,34,12.9,22,63,126,6,18,42,4,nan,GrandeRonde,3,GrandeRonde,0.83887731,Wanapum,0.15999494,Undifferentiated,BuckhornSprings,0.25081828,BirchCreek,0.20533662,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000204"
686,53.61,1.859,13.83,11.99,nan,nan,0.21,4.93,8.77,3.05,1.19,0.353,11,51,39,355,427,25,344,143,34,11.9,21,33,115,6,18,42,4,nan,GrandeRonde,3,Wanapum,0.74148223,GrandeRonde,0.25833808,Undifferentiated,EcklerMountain,0.54742607,SentinelBluffs,0.2485917,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000089"
687,54.82,2.288,14.06,11.31,nan,nan,0.181,4.09,7.92,3.26,1.49,0.353,13,38,35,340,549,35,328,193,38,13.8,22,55,123,5,31,27,6,nan,GrandeRonde,3,GrandeRonde,0.97949728,Imnaha,0.01348677,Undifferentiated,SentinelBluffs,0.48931406,BirchCreek,0.1104808,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000643"
688,55.33,1.93,14.17,10.88,nan,nan,0.208,4.25,8,3.11,1.54,0.353,8,28,34,347,588,34,314,160,37,10.9,21,42,123,3,10,66,4,nan,GrandeRonde,3,GrandeRonde,0.99603077,Steens,0,Undifferentiated,SentinelBluffs,0.88896427,DowneyGulch,0.02833834,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000257"
689,56.85,2.24,13.43,12.01,nan,nan,0.189,2.92,6.62,3.19,1.94,0.354,0.5,19,37,374,712,56,310,204,40,14.6,24,5,120,11,41,58,7,nan,GrandeRonde,3,GrandeRonde,0.99998691,Steens,0,Undifferentiated,KendrikGrade,0.50366725,WinterWater,0.4707091,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000749"
690,54.84,2.268,13.64,11.47,nan,nan,0.178,4.54,7.59,3.36,1.52,0.354,9,31,26,345,593,41,317,191,39,14,23,58,119,4,22,72,4,nan,GrandeRonde,3,GrandeRonde,0.9001952,PictureGorge,0.05898975,Undifferentiated,BuckhornSprings,0.41628939,SkeletonCreek,0.14696751,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000620"
691,54.77,2.11,13.67,12.16,nan,nan,0.197,4.1,7.87,3.28,1.26,0.355,11,30,39,372,554,27,314,160,35,11.4,21,5,113,3,26,54,2,nan,GrandeRonde,3,GrandeRonde,0.93233551,Wanapum,0.0670347,Undifferentiated,SentinelBluffs,0.52694918,WinterWater,0.3172773,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000244"
692,55.07,1.943,13.87,11.77,nan,nan,0.206,4.06,7.77,3.14,1.59,0.355,4,33,35,385,541,35,313,166,37,13,20,40,119,7,15,45,5,nan,GrandeRonde,3,GrandeRonde,0.98398713,Wanapum,0.01595991,Undifferentiated,SentinelBluffs,0.43071809,SkeletonCreek,0.09564546,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000359"
693,54.95,1.896,13.9,11.5,nan,nan,0.206,4.32,7.9,3.19,1.56,0.355,0.5,24,31,362,607,33,316,158,35,11.4,22,33,118,6,7,42,4,nan,GrandeRonde,3,GrandeRonde,0.98344417,Wanapum,0.01640485,Undifferentiated,BirchCreek,0.2791228,MountHorrible,0.24108744,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000206"
694,56.21,2.017,14.92,9.32,nan,nan,0.168,4,7.87,3.29,1.61,0.355,8,31,38,352,660,36,344,168,40,12.3,21,38,124,3,31,45,6,nan,GrandeRonde,3,GrandeRonde,0.99973594,Steens,0,Undifferentiated,SentinelBluffs,0.37889656,BirchCreek,0.21388767,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000396"
695,57.05,2.23,13.37,11.78,nan,nan,0.198,2.94,6.65,3.03,2.13,0.356,3,18,32,345,767,66,322,206,40,13.4,21,6,122,10,6,39,9,nan,GrandeRonde,3,GrandeRonde,0.9999916,Steens,0,Undifferentiated,WinterWater,0.89795838,KendrikGrade,0.08457186,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000761"
696,57.92,2.003,14.83,7.74,nan,nan,0.158,3.93,7.68,3.35,1.75,0.356,7,23,41,395,1023,38,348,172,42,13.4,22,34,132,5,2,52,3,nan,GrandeRonde,3,GrandeRonde,0.99999428,Steens,0,Undifferentiated,GrouseCreek,0.34583826,Ortley,0.3283649,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000445"
697,54.66,2.253,13.45,12.15,nan,nan,0.177,4.36,7.52,3.3,1.53,0.357,6,34,28,334,626,42,317,197,39,14.4,23,55,120,7,24,66,7,nan,GrandeRonde,3,GrandeRonde,0.95295646,PictureGorge,0.02177488,Undifferentiated,BuckhornSprings,0.35540691,BirchCreek,0.14236948,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000680"
698,54.48,2.271,13.79,11.95,nan,nan,0.189,4.15,7.77,3.29,1.53,0.357,7,26,36,337,516,40,326,197,39,14.3,21,70,122,7,28,56,4,nan,GrandeRonde,3,GrandeRonde,0.9169022,Imnaha,0.07149443,Undifferentiated,SentinelBluffs,0.26504676,BirchCreek,0.17537299,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000686"
699,54.61,2.299,13.89,11.76,nan,nan,0.205,4.12,7.73,3.26,1.53,0.357,17,34,43,344,568,41,312,197,39,15.6,22,66,112,7,7,49,2,nan,GrandeRonde,3,GrandeRonde,0.98435266,Steens,0,Undifferentiated,SentinelBluffs,0.84145058,BuckhornSprings,0.0366465,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000687"
700,55.52,2.323,14.63,9.88,nan,nan,0.15,3.79,8.13,3.47,1.5,0.357,21,49,36,363,552,38,344,197,38,14.3,25,67,121,4,27,69,2,nan,GrandeRonde,3,GrandeRonde,0.97225689,Imnaha,0.0109993,Undifferentiated,BirchCreek,0.30304968,CenterCreek,0.12721525,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000691"
701,54.94,1.901,14.26,10.91,nan,nan,0.194,4.31,8.1,3.33,1.47,0.358,5,31,42,365,566,33,320,158,35,12,23,39,118,8,14,39,7,nan,GrandeRonde,3,GrandeRonde,0.98540159,Wanapum,0.01436178,Undifferentiated,SentinelBluffs,0.75739568,GrouseCreek,0.06484638,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000217"
702,55.55,1.89,14.35,10.32,nan,nan,0.194,4.28,8.17,3.34,1.31,0.358,4,29,30,354,629,28,326,153,37,10.6,18,22,120,4,9,44,3,nan,GrandeRonde,3,GrandeRonde,0.99287027,Steens,0,Undifferentiated,SentinelBluffs,0.49971905,MountHorrible,0.23451622,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000147"
703,55.08,2.185,13.77,12.08,nan,nan,0.201,3.7,7.41,3.16,1.82,0.359,12,14,34,392,621,40,297,181,38,12.2,20,27,122,8,23,45,4,nan,GrandeRonde,3,GrandeRonde,0.99849891,Steens,0,Undifferentiated,WapshillaRidge,0.30253387,SentinelBluffs,0.21759233,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000527"
704,54.62,2.158,13.83,11.98,nan,nan,0.202,4.25,8.04,3.02,1.32,0.359,2,33,34,362,507,34,325,160,37,12.9,21,11,120,6,9,43,5,nan,GrandeRonde,3,GrandeRonde,0.91731486,Wanapum,0.08202022,Undifferentiated,SentinelBluffs,0.59094764,FrenchmanSprings,0.35127912,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000248"
705,54.28,2.264,13.91,11.83,nan,nan,0.189,4.2,7.99,3.15,1.61,0.359,16,44,35,341,513,42,330,197,39,14.1,18,70,121,7,2,45,2,nan,GrandeRonde,3,GrandeRonde,0.93467772,Imnaha,0.03633475,Undifferentiated,SentinelBluffs,0.30742381,BuckhornSprings,0.18926081,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000688"
706,53.63,2.345,13.94,11.83,nan,nan,0.2,4.64,8.62,2.94,1.29,0.359,32,61,34,318,451,28,340,176,33,17.1,23,40,107,9,22,49,5,nan,GrandeRonde,3,SaddleMountains,0.88212247,GrandeRonde,0.0905868,Undifferentiated,TeepeeButte,0.33977184,SentinelBluffs,0.31064945,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000475"
707,54.76,2.255,13.99,11.28,nan,nan,0.202,4.21,7.79,3.26,1.66,0.359,10,36,31,338,507,41,323,189,38,15.8,23,61,122,7,29,60,5,nan,GrandeRonde,3,GrandeRonde,0.92723802,Imnaha,0.05769412,Undifferentiated,SkeletonCreek,0.28784702,BirchCreek,0.2250534,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000605"
708,54.95,2.065,14.38,11.67,nan,nan,0.19,4.07,7.52,3.27,1.3,0.359,16,46,33,342,617,21,360,183,34,15.3,23,37,119,9,22,49,5,nan,GrandeRonde,3,GrandeRonde,0.99756929,Steens,0,Undifferentiated,CenterCreek,0.53673036,BuckhornSprings,0.1560077,Wolff Compilation,"Compilation by John Wolff of: Reidel, S. P., & Tolan, T. L. (2013). The Grande Ronde Basalt, Columbia River Basalt Group. In The Columbia River Flood Basalt Province. Geological Society of America. https://doi.org/10.1130/2013.2497(05) and Hooper, P. R. (2000). Chemical discrimination of Columbia River Basalt Flows. Geochemistry, Geophysics, Geosystems, 1. https://doi.org/10.1029/2000GC000553"
